property_id,immovlan_id,url,source,scrape_date,date_posted,html_path,property_type,category,transaction_type,new_construction,price,vat,cadastral_income,street,house_number,postal_code,locality,province,region,latitude,longitude,bedrooms,livable_surface,number_of_kitchens,kitchen_equipment,bathrooms,showers,toilets,floor,build_year,currently_leased,furnished,building_state,heating_type,glazing_type,heat_pump,solar_panels,air_conditioning,primary_energy_consumption,epc,electrical_certificate,facades,facade_orientation,garden,garden_surface,garden_orientation,terrace,terrace_surface,balcony,garage,garages,indoor_parking,outdoor_parking,cellar,swimming_pool,elevator,running_water,flooding_area_type,demarcated_flooding_area,number_of_floors,availability,total_land_surface,living_room_surface,preemption_right,access_for_disabled,bedroom_1_surface,bedroom_2_surface,gas_connection,epc_validity_date,sewer_connection,epc_reference,co2_emission,entry_phone,urbanism_affectation,attic,kitchen_surface,bedroom_3_surface,yearly_primary_energy_consumption,frontage_width,building_permission_granted,kitchen_type,alarm,terrace_orientation,planning_permission_granted,bathroom_surface,p_score,g_score,terrain_width_at_roadside,security_door,protected_heritage,bedroom_4_surface,buildable_surface,veranda,rain_water_tank,floor_heating,as_build_certificate,diningroom,ground_depth,diningroom_surface,fireplace,electric_charging_station,hammam_sauna_jacuzzi,water_sensitive_area,domotica,cellar_surface,wash_room,solar_thermic_panels,bedroom_5_surface,gasoil_tank_certificate,low_energy_house,garage_surface,office_surface,attic_surface,individual_water_meter,water_softener,motorized_garage_door,bike_storage,electronic_key,dressing,electrical_certificate_validity,dressing_surface,opportunity_for_professional,bi_hourly_counter,adaptations_for_elderlies,total_surface,individual_electric_meter,level_e,veranda_surface,service_apartment,individual_gas_meter,barbecue,electricity_connection,gasoil_tank_certificate_validity,urbanism_infraction_description,nursery_nearest_walk_m,preschool_nearest_walk_m,elementary_school_nearest_walk_m,high_school_nearest_walk_m,bus_stop_nearest_walk_m,tram_stop_nearest_walk_m,train_station_nearest_walk_m,train_station_nearest_drive_m,motorway_nearest_drive_m,airport_nearest_drive_m,charging_station_nearest_drive_m,supermarket_nearest_walk_m,supermarket_count,car_sharing_nearest_walk_m,bike_sharing_nearest_walk_m
RBD03323,8572524,https://immovlan.be/en/detail/residence/for-sale/8620/nieuwpoort/rbd03323,ImmoVlan,2026-06-15,2021-08-18,data_html/raw/html/rbd/rbd03323.html,house,house,for-sale,0,239000,0,,Recollettenstraat,9,8620,Nieuwpoort,West Flanders,Flanders,51.1314526,2.7509033,1,,,,1,,,,2016,0,,New,,,,,,0,FlandersDoubleA,0,3,,0,,,1,,,,,,,0,0,,,(information not available),(information not available),,,,,,,,,,,,,,,Area info not available,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,1,,,,,,496,442,442,289,397,340,9700,10500,2500,13600,3200,245,3,,
RBD06371,8577462,https://immovlan.be/en/detail/residence/for-sale/2300/turnhout/rbd06371,ImmoVlan,2026-06-15,2021-08-25,data_html/raw/html/rbd/rbd06371.html,house,house,for-sale,1,275000,1,,Broekstraat,9,2300,Turnhout,Antwerp,Flanders,51.31396,4.936269,3,138,,Super equipped,1,,2,,2020,0,0,New,Gas,,,1,,,,,2,South,1,,,1,10,,,,,,,,0,1,no flooding area,(information not available),,On contract,,,0,,,,1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,1100,1100,572,212,,974,1100,3000,,1100,904,3,757,996
RBD24559,8606355,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbd24559,ImmoVlan,2026-06-15,2021-09-22,data_html/raw/html/rbd/rbd24559.html,flat,appartment,for-sale,0,290000,0,,Troonstraat,139,8400,Oostende,West Flanders,Flanders,51.2170558,2.8828589,2,71,,,1,,1,1,2001,0,,To be renovated,Electricity,Double glass,,,,206,FlandersC,0,,South,1,,South,1,,,,,,,,,1,1,no flooding area,(information not available),5,,,,,,,,,,,20210919-0002466020-RES-1,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,267,267,1400,421,226,3700,5900,3800,2800,695,588,3,449,
RBD31288,8617717,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbd31288,ImmoVlan,2026-06-15,2021-10-02,data_html/raw/html/rbd/rbd31288.html,flat,appartment,for-sale,0,170000,0,945,Torhoutsesteenweg,329,8400,Oostende,West Flanders,Flanders,51.2153634,2.9065505,2,75,,,1,,,5,2002,0,,,,Double glass,,,,454,FlandersE,1,,,0,,,1,3,,,,,,,,1,1,no flooding area,(information not available),6,,,,,,11,16,,23/08/2031,,2454946,,1,"Residential zone (residential, urban)",,,,,,,,,,,4,,,,,,,,,,,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,408,408,457,105,1800,2400,4100,1600,3600,1500,165,3,365,2400
RBD47064,8642738,https://immovlan.be/en/detail/apartment/for-sale/1731/relegem/rbd47064,ImmoVlan,2026-06-15,2021-10-25,data_html/raw/html/rbd/rbd47064.html,flat,appartment,for-sale,0,225000,0,1,Dorpsstraat,18,1731,Relegem,Flemish Brabant,Flanders,50.90054,4.281933,2,73,,Partially equipped,1,,1,2,1977,0,0,,Gas,,,,,339,FlandersD,0,3,,0,,,1,,,1,1,,,,,0,1,(information not available),(information not available),2,,,,,,,,1,14/01/2022,,20120114-0001011778-00000008-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,112,112,3800,63,,1700,1500,1600,17600,3000,1700,3,2000,
RBD64733,8683032,https://immovlan.be/en/detail/residence/for-sale/1547/bever/rbd64733,ImmoVlan,2026-06-15,2021-11-26,data_html/raw/html/rbd/rbd64733.html,house,house,for-sale,0,1590000,0,4,,,1547,Bever,Flemish Brabant,Flanders,50.7168215,3.9407323,8,750,,,5,,7,,1996,0,0,,,,,,,337,FlandersD,1,4,,1,,,0,,,,,,,,,0,1,(information not available),(information not available),,On contract,,,0,,,,,,,1424894,,,Agricultural areas with beautiful scenery,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,2500,345,7800,87,,4400,4500,3800,,7700,200,3,,
RBD70537,8691876,https://immovlan.be/en/detail/apartment/for-sale/3500/hasselt/rbd70537,ImmoVlan,2026-06-15,2021-12-06,data_html/raw/html/rbd/rbd70537.html,flat,appartment,for-sale,1,625000,1,,Gelatineboulevard,15,3500,Hasselt,Limburg,Flanders,50.9368198,5.3360481,3,164,,,2,,,1,,0,,New,,,,,,0,FlandersDoubleA,0,,East,1,,East,1,12,,1,,,,,,1,,(information not available),(information not available),4,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,517,517,420,327,,1100,3200,4900,,3800,323,3,604,768
RBD90805,8719923,https://immovlan.be/en/detail/apartment/for-sale/2280/grobbendonk/rbd90805,ImmoVlan,2026-06-15,2022-01-08,data_html/raw/html/rbd/rbd90805.html,flat,appartment,for-sale,0,224500,0,,Leopoldstraat,125,2280,Grobbendonk,Antwerp,Flanders,51.19492,4.720054,2,79,,Super equipped,1,,1,,,0,0,Normal,Not specified,,,1,,,,1,,,1,90,,1,11,,,,,1,,,0,1,no flooding area,(information not available),,,,,0,,,,1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,1400,1400,3800,141,,4600,4600,4600,26000,9100,494,3,9000,1200
RBD97636,8730431,https://immovlan.be/en/detail/residence/for-sale/9420/erpe-mere/rbd97636,ImmoVlan,2026-06-15,2022-01-19,data_html/raw/html/rbd/rbd97636.html,house,house,for-sale,0,1195000,0,1,,,9420,Erpe-Mere,East Flanders,Flanders,50.9349049,3.9597695,4,323,,,2,,4,,1985,0,0,,Gas,,,1,,220,FlandersC,1,4,,1,,,1,10,,1,1,,5,,,0,1,no flooding area,(information not available),,On contract,3032,60,0,,,,1,14/12/2031,,0002509858-RES-1,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,1900,717,717,2400,875,,1100,1000,950,,1100,1100,3,5300,
RBE08389,8747198,https://immovlan.be/en/detail/villa/for-sale/9420/erpe-mere/rbe08389,ImmoVlan,2026-06-15,2022-02-05,data_html/raw/html/rbe/rbe08389.html,villa,house,for-sale,0,1195000,0,1,,,9420,Erpe-Mere,East Flanders,Flanders,50.9349049,3.9597695,4,323,,,2,,4,,1985,0,0,,Gas,,,1,,220,FlandersC,1,4,,1,,,1,10,,1,1,,5,,,0,1,no flooding area,(information not available),,On contract,3032,60,0,,,,1,14/12/2031,,0002509858-RES-1,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,1900,717,717,2400,875,,1100,1000,950,,1100,1100,3,5300,
RBE09447,8748484,https://immovlan.be/en/detail/apartment/for-sale/3500/hasselt/rbe09447,ImmoVlan,2026-06-15,2022-02-07,data_html/raw/html/rbe/rbe09447.html,flat,appartment,for-sale,1,637000,1,,Gelatineboulevard,4,3500,Hasselt,Limburg,Flanders,50.9356412,5.3358332,3,167,,,2,,,6,,0,,New,,,,,,0,FlandersDoubleA,0,,South-west,1,,South-west,1,52,,1,,,,,,,,(information not available),(information not available),7,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,353,353,303,229,,1000,1100,2400,,1100,430,3,555,644
RBE14531,8756760,https://immovlan.be/en/detail/apartment/for-sale/2220/heist-op-den-berg/rbe14531,ImmoVlan,2026-06-15,2022-02-15,data_html/raw/html/rbe/rbe14531.html,flat,appartment,for-sale,0,214900,0,,Stationsstraat,,2220,Heist-op-den-Berg,Antwerp,Flanders,51.07603,4.71174,1,69,,Partially equipped,1,,1,,2022,0,0,New,Gas,,,,,,,1,2,South-east,1,,,1,17,,,,,,,,0,1,no flooding area,(information not available),3,Immediately,,,0,,,,1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,561,490,666,285,,364,309,,26800,1200,532,3,385,343
RBE14534,8756763,https://immovlan.be/en/detail/apartment/for-sale/2220/heist-op-den-berg/rbe14534,ImmoVlan,2026-06-15,2022-02-15,data_html/raw/html/rbe/rbe14534.html,flat,appartment,for-sale,0,284900,0,,Stationsstraat,,2220,Heist-op-den-Berg,Antwerp,Flanders,51.07603,4.71174,2,91,,Partially equipped,1,,1,1,2022,0,0,New,Gas,,,,,,,1,2,South-east,1,,,1,12,,1,,,,,,0,1,no flooding area,(information not available),3,Immediately,,,0,,,,1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,561,490,666,285,,364,309,,26800,1200,532,3,385,343
RBE14538,8756767,https://immovlan.be/en/detail/apartment/for-sale/2220/heist-op-den-berg/rbe14538,ImmoVlan,2026-06-15,2022-02-15,data_html/raw/html/rbe/rbe14538.html,flat,appartment,for-sale,0,209900,0,,Stationsstraat,,2220,Heist-op-den-Berg,Antwerp,Flanders,51.07603,4.71174,2,73,,Partially equipped,1,,1,2,2022,0,0,New,Gas,,,,,,,1,2,South-east,1,,,1,6,,,,,,,,0,1,no flooding area,(information not available),3,Immediately,,,0,,,,1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,561,490,666,285,,364,309,,26800,1200,532,3,385,343
RBE20623,8766645,https://immovlan.be/en/detail/apartment/for-sale/3500/hasselt/rbe20623,ImmoVlan,2026-06-15,2022-02-24,data_html/raw/html/rbe/rbe20623.html,flat,appartment,for-sale,1,428000,1,,Gelatineboulevard,2,3500,Hasselt,Limburg,Flanders,50.9354807,5.3359107,2,123,,,1,,,4,,0,,New,,,1,,,0,FlandersDoubleA,0,,South-west,1,,South-west,1,25,,1,,,,,,1,,(information not available),(information not available),7,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,298,298,248,181,,957,1100,2400,,1100,485,3,543,627
RBE30141,8781986,https://immovlan.be/en/detail/ground-floor/for-sale/2460/tielen/rbe30141,ImmoVlan,2026-06-15,2022-03-10,data_html/raw/html/rbe/rbe30141.html,ground_floor,appartment,for-sale,0,299000,0,1,Tielendorp,42,2460,Tielen,Antwerp,Flanders,51.24113,4.898304,3,144,,Super equipped,1,,1,,,0,0,Normal,Not specified,,,,,,,1,3,South-west,1,9,,1,8,,,,,2,,,0,,no flooding area,(information not available),,On contract,,,0,,,,,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,92,92,5400,73,,486,681,5800,,5500,156,3,5200,
RBE39043,8796403,https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/rbe39043,ImmoVlan,2026-06-15,2022-03-24,data_html/raw/html/rbe/rbe39043.html,penthouse,appartment,for-sale,1,618000,1,,Broekermolenplein,14,3500,Hasselt,Limburg,Flanders,50.9215166,5.3447405,2,169,,,2,,,3,,0,,New,,,,,,0,FlandersDoubleA,0,,North-east,1,,North-east,1,66,,1,,,,,,1,,(information not available),(information not available),4,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,560,877,817,199,,1900,3400,2400,,652,465,3,796,1600
RBE46178,8808671,https://immovlan.be/en/detail/studio/for-sale/8370/blankenberge/rbe46178,ImmoVlan,2026-06-15,2022-04-06,data_html/raw/html/rbe/rbe46178.html,flat_studio,appartment,for-sale,0,140000,0,,Zeedijk,96,8370,Blankenberge,West Flanders,Flanders,51.3151647,3.1237396,,,,Fully equipped,,,,,,0,1,,,,,,,,,,,,0,,,1,1,0,,,,,,,1,,no flooding area,(information not available),,On contract,,,0,1,,,,,,,,,Area info not available,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,707,707,446,373,373,862,1500,,24600,2200,320,3,401,839
RBE47221,8810500,https://immovlan.be/en/detail/apartment/for-sale/3500/hasselt/rbe47221,ImmoVlan,2026-06-15,2022-04-08,data_html/raw/html/rbe/rbe47221.html,flat,appartment,for-sale,1,411000,1,,Gelatineboulevard,4,3500,Hasselt,Limburg,Flanders,50.9353863,5.3361143,2,120,,,1,,,3,,0,,New,,,,,,0,FlandersDoubleA,0,,South-west,1,,South-west,1,35,,1,,,,,,,,(information not available),(information not available),7,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,310,310,260,169,,969,1000,2400,,1100,473,3,555,615
RBE47918,8811661,https://immovlan.be/en/detail/residence/for-sale/1861/wolvertem/rbe47918,ImmoVlan,2026-06-15,2022-04-10,data_html/raw/html/rbe/rbe47918.html,house,house,for-sale,1,508430,1,,,,1861,Wolvertem,Flemish Brabant,Flanders,50.95088,4.30927,3,168,,,,,,,,0,,New,,,,,,,,0,3,,0,,,0,,,,,,,0,0,,,no flooding area,(information not available),,,1269,,,,,,,,,,,,"Residential zone (residential, urban)",0,,,,7,,,,,,,,,10,,,,84,0,,,,0,,,,,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,447,337,337,4500,8,,6900,7100,677,18200,554,168,3,5200,
RBE56923,8827419,https://immovlan.be/en/detail/residence/for-sale/2275/lille/rbe56923,ImmoVlan,2026-06-15,2022-04-26,data_html/raw/html/rbe/rbe56923.html,house,house,for-sale,0,364000,0,,Delphine Adriaensstraat,13,2275,Lille,Antwerp,Flanders,51.23353,4.832342,3,276,,Super equipped,1,,2,,2021,0,0,New,Not specified,,,,,,,,2,East,0,,,1,22,,1,1,,1,,,0,,no flooding area,(information not available),,Immediately,297,,0,,,,,,,,,,"Residential zone (residential, urban)",1,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,651,651,5000,797,,5000,5300,3300,,10200,571,3,802,
RBE56929,8827425,https://immovlan.be/en/detail/apartment/for-sale/2300/turnhout/rbe56929,ImmoVlan,2026-06-15,2022-04-26,data_html/raw/html/rbe/rbe56929.html,flat,appartment,for-sale,0,230000,0,,Grimstedestraat,7,2300,Turnhout,Antwerp,Flanders,51.31773,4.950855,2,95,,Super equipped,1,,1,2,2020,0,0,New,Gas,,,1,,,,1,2,East,0,,,1,9,,,,,1,,,1,1,no flooding area,(information not available),,On contract,,,0,,,,1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,86,86,204,142,,1500,1700,2100,,994,742,3,141,1500
RBE56934,8827430,https://immovlan.be/en/detail/residence/for-sale/2381/weelde/rbe56934,ImmoVlan,2026-06-15,2022-04-26,data_html/raw/html/rbe/rbe56934.html,house,house,for-sale,1,335000,1,,Hof ten Bergestraat,4,2381,Weelde,Antwerp,Flanders,51.40648,4.992127,3,190,,,1,,2,,2022,0,0,New,,,,,,,,1,,South,1,,,1,14,,,,,2,,,0,,no flooding area,(information not available),,Immediately,,47,,,,,,,,,,,"Residential zone (residential, urban)",1,,,,,,,,,,,,,,,,,,,,,1,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300,1300,1300,9600,185,,,,,,11300,645,3,336,
RBE58330,8830042,https://immovlan.be/en/detail/apartment/for-sale/3500/hasselt/rbe58330,ImmoVlan,2026-06-15,2022-04-28,data_html/raw/html/rbe/rbe58330.html,flat,appartment,for-sale,1,496000,1,,Gelatineboulevard,7,3500,Hasselt,Limburg,Flanders,50.9361023,5.3362054,2,123,,,1,,,2,,0,,New,,,1,,,0,FlandersDoubleA,0,,,1,,East,1,24,,1,,,,,,,,(information not available),(information not available),3,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,394,394,344,244,,1000,2100,5400,,2200,384,3,676,690
RBE65025,8838528,https://immovlan.be/en/detail/villa/for-sale/9420/erpe-mere/rbe65025,ImmoVlan,2026-06-15,2022-05-03,data_html/raw/html/rbe/rbe65025.html,villa,house,for-sale,0,850000,0,1,,,9420,Erpe-Mere,East Flanders,Flanders,50.9349049,3.9597695,3,286,,,1,1,2,,2004,0,0,Normal,Gas,,,1,,160,FlandersB,1,4,South,1,,,1,38,,1,1,,3,,1,0,1,no flooding area,(information not available),,,,55,0,,,,1,25/04/2032,,2589960-RES-1,,,,,,,,14,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,1900,717,717,2400,875,,1100,1000,950,,1100,1100,3,5300,
RBE65028,8838532,https://immovlan.be/en/detail/residence/for-sale/9420/erpe-mere/rbe65028,ImmoVlan,2026-06-15,2022-05-03,data_html/raw/html/rbe/rbe65028.html,house,house,for-sale,0,850000,0,1,,,9420,Erpe-Mere,East Flanders,Flanders,50.9349049,3.9597695,3,286,,,1,1,2,,2004,0,0,Normal,Gas,,,1,,160,FlandersB,1,4,South,1,,,1,38,,1,1,,3,,1,0,1,no flooding area,(information not available),,,,55,0,,,,1,25/04/2032,,2589960-RES-1,,,,,,,,14,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,1900,717,717,2400,875,,1100,1000,950,,1100,1100,3,5300,
RBE67894,8843510,https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/rbe67894,ImmoVlan,2026-06-15,2022-05-06,data_html/raw/html/rbe/rbe67894.html,penthouse,appartment,for-sale,1,505000,1,,Broekermolenplein,10,3500,Hasselt,Limburg,Flanders,50.92973,5.33823,1,124,,,1,,,6,,0,,New,,,1,,,0,FlandersDoubleA,0,,,1,,North-west,1,85,,,,,,,,1,,(information not available),(information not available),6,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,286,286,252,411,,938,1400,2700,,611,98,3,385,475
RBE99056,8895080,https://immovlan.be/en/detail/apartment/for-sale/8500/kortrijk/rbe99056,ImmoVlan,2026-06-15,2022-06-28,data_html/raw/html/rbe/rbe99056.html,flat,appartment,for-sale,0,695000,0,,Rijselsestraat,7,8500,Kortrijk,West Flanders,Flanders,50.8277,3.264371,3,172,,,2,,2,0,,,0,,Gas,,,,,,,,,,0,,,1,39,,,,,,,,1,,(information not available),(information not available),,,,55,0,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,663,663,514,86,,459,680,2300,4300,710,105,3,461,518
RBF00857,8898045,https://immovlan.be/en/detail/ground-floor/for-sale/3500/hasselt/rbf00857,ImmoVlan,2026-06-15,2022-07-01,data_html/raw/html/rbf/rbf00857.html,ground_floor,appartment,for-sale,1,357000,1,,Broekermolenplein,14,3500,Hasselt,Limburg,Flanders,50.9215166,5.3447405,2,118,,,2,,,0,,0,,New,,,1,,,0,FlandersDoubleA,0,,,1,28,East,1,15,,1,,,,,,1,,(information not available),(information not available),4,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,560,877,817,199,,1900,3400,2400,,652,465,3,796,1600
RBF02650,8901036,https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbf02650,ImmoVlan,2026-06-15,2022-07-05,data_html/raw/html/rbf/rbf02650.html,flat,appartment,for-sale,1,895500,1,,Troonstraat,230,8400,Oostende,West Flanders,Flanders,51.22541,2.91337,2,145,,,,,,2,,0,,New,,,,,,,,0,2,,0,,,1,,,,,,,0,0,,,(information not available),(information not available),,,,,,,,,,,,,,,Area info not available,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,717,322,322,176,57,675,1200,4200,1400,5000,700,214,3,308,1200
RBF04965,8905170,https://immovlan.be/en/detail/apartment/for-sale/3500/hasselt/rbf04965,ImmoVlan,2026-06-15,2022-07-08,data_html/raw/html/rbf/rbf04965.html,flat,appartment,for-sale,1,421000,1,,Gelatineboulevard,4,3500,Hasselt,Limburg,Flanders,50.9353863,5.3361143,2,120,,,1,,,4,,0,,New,,,1,,,0,FlandersDoubleA,0,,,1,,South-west,1,50,,,,,,,,,,(information not available),(information not available),7,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,310,310,260,169,,969,1000,2400,,1100,473,3,555,615
RBF09240,8912254,https://immovlan.be/en/detail/apartment/for-sale/3500/hasselt/rbf09240,ImmoVlan,2026-06-15,2022-07-14,data_html/raw/html/rbf/rbf09240.html,flat,appartment,for-sale,1,436000,1,,Gelatineboulevard,4,3500,Hasselt,Limburg,Flanders,50.9356412,5.3358332,2,120,,,1,,,4,,0,,New,,,1,,,0,FlandersDoubleA,0,,,1,,South-west,1,50,,1,,,,,,,,(information not available),(information not available),7,,,,,,,,,,,,,,Area info not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,353,353,303,229,,1000,1100,2400,,1100,430,3,555,644
RBF13606,8918759,https://immovlan.be/en/detail/duplex/for-sale/8300/knokke/rbf13606,ImmoVlan,2026-06-15,2022-07-24,data_html/raw/html/rbf/rbf13606.html,duplex,appartment,for-sale,0,3495000,0,2,Zeedijk-Zoute,697,8300,Knokke,West Flanders,Flanders,51.35459,3.294755,4,194,,,4,4,,,1997,0,0,Normal,Not specified,,,,,120,FlandersB,1,2,South-east,0,,,1,,,1,1,,,,,0,,no flooding area,(information not available),,On contract,,,,,,,,,,2288308,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,643,643,1500,351,1900,1900,2200,,,360,332,3,11000,2000
RBF16602,8923283,https://immovlan.be/en/detail/apartment/for-sale/2220/heist-op-den-berg/rbf16602,ImmoVlan,2026-06-15,2022-07-28,data_html/raw/html/rbf/rbf16602.html,flat,appartment,for-sale,0,209900,0,,Stationsstraat,,2220,Heist-op-den-Berg,Antwerp,Flanders,51.07603,4.71174,1,73,,Partially equipped,1,,1,1,2022,0,0,New,Gas,,,,,,,1,2,South-east,1,,,1,7,,,,,,,,0,1,no flooding area,(information not available),3,Immediately,,,0,,,,1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804,561,490,666,285,,364,309,,26800,1200,532,3,385,343
RBF17767,8925029,https://immovlan.be/en/detail/residence/for-sale/2300/turnhout/rbf17767,ImmoVlan,2026-06-15,2022-07-30,data_html/raw/html/rbf/rbf17767.html,house,house,for-sale,1,295000,1,,Rivierstraat,4,2300,Turnhout,Antwerp,Flanders,51.3180541,4.9372295,4,130,,Super equipped,1,,2,,2022,0,0,New,Gas,,,1,,,,,2,West,1,50,,0,,,,,,,,,0,1,no flooding area,(information not available),,Immediately,98,,,,,,1,,,,,,"Residential zone (residential, urban)",,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568,661,760,669,235,,602,1300,3400,,1200,532,3,647,624
RBF20813,8929260,https://immovlan.be/en/detail/residence/for-sale/8620/nieuwpoort/rbf20813,ImmoVlan,2026-06-15,2022-08-03,data_html/raw/html/rbf/rbf20813.html,house,house,for-sale,0,300000,0,,Recollettenstraat,9,8620,Nieuwpoort,West Flanders,Flanders,51.1314526,2.7509033,1,,,,1,,,,2016,0,,New,,,,,,0,FlandersDoubleA,0,3,,0,,,1,,,,,,,0,0,,,(information not available),(information not available),,,,,,,,,,,,,,,Area info not available,0,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,0,,,,,,,,,,,0,,0,,,,,,,,,,1,,,,,,496,442,442,289,397,340,9700,10500,2500,13600,3200,245,3,,
RBF39204,8957210,https://immovlan.be/en/detail/apartment/for-sale/8300/knokke-heist/rbf39204,ImmoVlan,2026-06-15,2022-08-31,data_html/raw/html/rbf/rbf39204.html,flat,appartment,for-sale,0,565000,0,,Leopoldlaan,70,8300,Knokke-Heist,West Flanders,Flanders,51.348765,3.2875515,2,55,,,,,,3,1989,0,,,,,,,,164,FlandersB,,,,0,,,0,,0,,,,,,,1,,possible flooding area,(information not available),6,On contract,,,0,0,,,,,,202204150002584762RES1,,,"Residential zone (residential, urban)",,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,489,489,711,64,966,1100,1200,,,261,113,3,10400,1100
